ticket_id,true_reason,agent_code,double_payout,true_refund_inr,care_plus
T401013,,,N,,N
T401014,,,N,,Y
T401015,,,N,,Y
T401016,,,N,,Y
T401017,,,N,,Y
T401018,,,N,,N
T401019,,,N,,N
T401020,,,N,,N
T401021,,,N,,N
T401022,,,N,,N
T401023,DOA-REPL,GW-OTHER,N,6299,N
T401024,,,N,,Y
T401025,,,N,,Y
T401026,,,N,,Y
T401027,,,N,,Y
T401028,,,N,,N
T401029,,,N,,N
T401030,,,N,,Y
T401031,,,N,,N
T401032,,,N,,N
T401033,,,N,,Y
T401034,,,N,,Y
T401035,,,N,,N
T401036,,,N,,N
T401037,,,N,,N
T401038,,,N,,Y
T401039,,,N,,Y
T401040,,,N,,Y
T401041,,,N,,Y
T401042,,,N,,N
T401043,RETURN-QC-OK,GW-OTHER,Y,2499,Y
T401044,,,N,,N
T401045,DOA-REPL,GW-OTHER,N,5599,N
T401046,,,N,,Y
T401047,,,N,,N
T401048,,,N,,N
T401049,,,N,,Y
T401050,,,N,,Y
T401051,,,N,,N
T401052,,,N,,Y
T401053,,,N,,Y
T401054,,,N,,N
T401055,,,N,,N
T401056,,,N,,N
T401057,,,N,,N
T401058,,,N,,Y
T401059,,,N,,Y
T401060,,,N,,Y
T401061,,,N,,N
T401062,,,N,,N
T401063,,,N,,N
T401064,,,N,,N
T401065,,,N,,N
T401066,,,N,,Y
T401067,,,N,,Y
T401068,,,N,,N
T401069,,,N,,Y
T401070,,,N,,N
T401071,,,N,,N
T401072,,,N,,Y
T401073,,,N,,Y
T401074,,,N,,N
T401075,,,N,,N
T401076,,,N,,N
T401077,,,N,,Y
T401078,LOST-TRANSIT,LOST-TRANSIT,N,4999,N
T401079,,,N,,N
T401080,,,N,,N
T401081,,,N,,N
T401082,,,N,,N
T401083,RETURN-QC-OK,RETURN-QC-OK,N,2374,N
T401084,DOA-REPL,GW-OTHER,N,5699,N
T401085,,,N,,N
T401086,,,N,,Y
T401087,,,N,,Y
T401088,DOA-REPL,GW-OTHER,N,5199,N
T401089,WTY-BUYBACK,WTY-BUYBACK,N,868,N
T401090,,,N,,N
T401091,,,N,,N
T401092,,,N,,N
T401093,,,N,,N
T401094,,,N,,Y
T401095,,,N,,N
T401096,,,N,,N
T401097,,,N,,N
T401098,,,N,,N
T401099,,,N,,Y
T401100,DUP-PAYMENT,GW-OTHER,N,1999,N
T401101,,,N,,Y
T401102,RETURN-QC-OK,GW-OTHER,N,6299,Y
T401103,,,N,,N
T401104,DOA-REPL,DOA-REPL,N,2499,Y
T401105,,,N,,Y
T401106,,,N,,N
T401107,,,N,,N
T401108,,,N,,Y
T401109,,,N,,Y
T401110,,,N,,N
T401111,,,N,,N
T401112,,,N,,N
T401113,,,N,,N
T401114,,,N,,N
T401115,,,N,,N
T401116,,,N,,Y
T401117,,,N,,N
T401118,,,N,,N
T401119,LOST-TRANSIT,GW-OTHER,N,5999,Y
T401120,,,N,,N
T401121,,,N,,N
T401122,,,N,,N
T401123,,,N,,N
T401124,,,N,,Y
T401125,,,N,,N
T401126,,,N,,Y
T401127,,,N,,Y
T401128,DOA-REPL,GW-OTHER,N,5199,N
T401129,,,N,,N
T401130,PRICE-ADJ,GW-OTHER,N,200,N
T401131,,,N,,Y
T401132,,,N,,Y
T401133,,,N,,N
T401134,,,N,,N
T401135,,,N,,Y
T401136,,,N,,N
T401137,,,N,,N
T401138,,,N,,Y
T401139,,,N,,Y
T401140,,,N,,Y
T401141,,,N,,Y
T401142,,,N,,N
T401143,,,N,,N
T401144,,,N,,N
T401145,,,N,,N
T401146,PRICE-ADJ,GW-OTHER,N,500,N
T401147,,,N,,N
T401148,,,N,,Y
T401149,,,N,,N
T401150,,,N,,Y
T401151,DOA-REPL,GW-OTHER,N,1999,N
T401152,GW-OTHER,GW-OTHER,N,300,N
T401153,PRICE-ADJ,GW-OTHER,N,750,N
T401154,,,N,,N
T401155,,,N,,Y
T401156,,,N,,N
T401157,,,N,,N
T401158,,,N,,Y
T401159,,,N,,N
T401160,,,N,,N
T401161,,,N,,N
T401162,,,N,,N
T401163,,,N,,N
T401164,,,N,,N
T401165,,,N,,Y
T401166,,,N,,Y
T401167,,,N,,Y
T401168,,,N,,Y
T401169,GW-OTHER,GW-OTHER,N,350,N
T401170,,,N,,Y
T401171,,,N,,Y
T401172,,,N,,N
T401173,,,N,,N
T401174,DOA-REPL,GW-OTHER,N,6649,N
T401175,,,N,,Y
T401176,,,N,,N
T401177,,,N,,N
T401178,,,N,,N
T401179,,,N,,N
T401180,,,N,,Y
T401181,,,N,,N
T401182,,,N,,N
T401183,,,N,,N
T401184,,,N,,Y
T401185,,,N,,N
T401186,,,N,,Y
T401187,,,N,,N
T401188,,,N,,N
T401189,,,N,,N
T401190,,,N,,N
T401191,,,N,,Y
T401192,,,N,,N
T401193,,,N,,Y
T401194,,,N,,N
T401195,DOA-REPL,DOA-REPL,N,5524,N
T401196,,,N,,Y
T401197,,,N,,Y
T401198,,,N,,Y
T401199,RETURN-QC-OK,GW-OTHER,N,6499,Y
T401200,,,N,,N
T401201,,,N,,N
T401202,,,N,,Y
T401203,DUP-PAYMENT,DUP-PAYMENT,N,11048,N
T401204,,,N,,Y
T401205,RETURN-QC-OK,GW-OTHER,N,1912,N
T401206,,,N,,Y
T401207,RETURN-QC-OK,RETURN-QC-OK,N,1799,N
T401208,,,N,,Y
T401209,,,N,,Y
T401210,RETURN-QC-OK,RETURN-QC-OK,N,3999,Y
T401211,,,N,,Y
T401212,RETURN-QC-OK,RETURN-QC-OK,N,1282,N
T401213,,,N,,N
T401214,,,N,,N
T401215,,,N,,N
T401216,,,N,,Y
T401217,,,N,,N
T401218,,,N,,N
T401219,,,N,,Y
T401220,,,N,,N
T401221,DOA-REPL,GW-OTHER,N,1439,N
T401222,,,N,,N
T401223,,,N,,N
T401224,,,N,,N
T401225,,,N,,N
T401226,,,N,,N
T401227,,,N,,N
T401228,,,N,,N
T401229,LOST-TRANSIT,GW-OTHER,N,339,N
T401230,,,N,,Y
T401231,,,N,,N
T401232,,,N,,N
T401233,,,N,,N
T401234,,,N,,N
T401235,,,N,,Y
T401236,,,N,,N
T401237,,,N,,N
T401238,DOA-REPL,GW-OTHER,N,1169,N
T401239,,,N,,Y
T401240,CANCEL,GW-OTHER,N,2374,N
T401241,,,N,,N
T401242,,,N,,N
T401243,,,N,,N
T401244,,,N,,Y
T401245,DOA-REPL,GW-OTHER,N,2499,N
T401246,,,N,,N
T401247,DOA-REPL,DOA-REPL,N,2374,N
T401248,,,N,,N
T401249,,,N,,N
T401250,,,N,,N
T401251,,,N,,N
T401252,,,N,,Y
T401253,,,N,,Y
T401254,,,N,,N
T401255,,,N,,N
T401256,,,N,,N
T401257,RETURN-QC-OK,GW-OTHER,N,1799,N
T401258,,,N,,N
T401259,,,N,,N
T401260,,,N,,N
T401261,,,N,,N
T401262,LOST-TRANSIT,LOST-TRANSIT,N,1709,N
T401263,,,N,,N
T401264,,,N,,N
T401265,,,N,,Y
T401266,,,N,,N
T401267,,,N,,N
T401268,,,N,,N
T401269,,,N,,Y
T401270,,,N,,N
T401271,LOST-TRANSIT,LOST-TRANSIT,N,1799,N
T401272,,,N,,N
T401273,,,N,,N
T401274,,,N,,N
T401275,,,N,,N
T401276,,,N,,Y
T401277,,,N,,N
T401278,,,N,,N
T401279,RETURN-QC-OK,GW-OTHER,N,4749,Y
T401280,,,N,,Y
T401281,,,N,,N
T401282,GW-OTHER,GW-OTHER,N,200,N
T401283,,,N,,N
T401284,,,N,,N
T401285,,,N,,N
T401286,,,N,,N
T401287,,,N,,N
T401288,,,N,,Y
T401289,,,N,,Y
T401290,,,N,,Y
T401291,,,N,,Y
T401292,,,N,,N
T401293,,,N,,N
T401294,,,N,,N
T401295,,,N,,N
T401296,,,N,,N
T401297,,,N,,N
T401298,,,N,,Y
T401299,LOST-TRANSIT,LOST-TRANSIT,N,1799,N
T401300,,,N,,N
T401301,,,N,,Y
T401302,,,N,,N
T401303,,,N,,N
T401304,,,N,,N
T401305,,,N,,N
T401306,,,N,,N
T401307,,,N,,N
T401308,RETURN-QC-OK,GW-OTHER,N,6174,N
T401309,,,N,,Y
T401310,,,N,,N
T401311,,,N,,N
T401312,,,N,,N
T401313,,,N,,N
T401314,,,N,,N
T401315,,,N,,Y
T401316,,,N,,N
T401317,DOA-REPL,DOA-REPL,N,5849,Y
T401318,,,N,,Y
T401319,,,N,,N
T401320,,,N,,N
T401321,,,N,,Y
T401322,,,N,,Y
T401323,,,N,,N
T401324,,,N,,N
T401325,,,N,,N
T401326,,,N,,N
T401327,,,N,,Y
T401328,,,N,,N
T401329,,,N,,N
T401330,,,N,,N
T401331,,,N,,N
T401332,,,N,,N
T401333,LOST-TRANSIT,LOST-TRANSIT,N,2499,Y
T401334,,,N,,N
T401335,,,N,,N
T401336,,,N,,N
T401337,,,N,,Y
T401338,,,N,,Y
T401339,,,N,,N
T401340,,,N,,N
T401341,LOST-TRANSIT,LOST-TRANSIT,N,1999,N
T401342,,,N,,N
T401343,,,N,,Y
T401344,,,N,,N
T401345,,,N,,Y
T401346,,,N,,Y
T401347,,,N,,N
T401348,,,N,,Y
T401349,,,N,,N
T401350,,,N,,N
T401351,DOA-REPL,DOA-REPL,N,1619,N
T401352,,,N,,N
T401353,,,N,,Y
T401354,,,N,,N
T401355,LOST-TRANSIT,CANCEL,N,1599,Y
T401356,,,N,,N
T401357,,,N,,N
T401358,,,N,,N
T401359,,,N,,N
T401360,,,N,,N
T401361,,,N,,N
T401362,,,N,,N
T401363,,,N,,Y
T401364,,,N,,N
T401365,,,N,,N
T401366,CANCEL,GW-OTHER,N,1999,Y
T401367,,,N,,N
T401368,,,N,,N
T401369,,,N,,Y
T401370,DUP-PAYMENT,DUP-PAYMENT,N,2249,N
T401371,,,N,,Y
T401372,,,N,,Y
T401373,,,N,,N
T401374,,,N,,N
T401375,DOA-REPL,DOA-REPL,N,4249,N
T401376,,,N,,N
T401377,,,N,,Y
T401378,DOA-REPL,GW-OTHER,N,1529,Y
T401379,,,N,,Y
T401380,,,N,,N
T401381,,,N,,N
T401382,,,N,,N
T401383,,,N,,N
T401384,,,N,,N
T401385,,,N,,N
T401386,,,N,,N
T401387,DOA-REPL,DOA-REPL,N,1999,N
T401388,,,N,,Y
T401389,,,N,,N
T401390,,,N,,N
T401391,,,N,,N
T401392,,,N,,Y
T401393,,,N,,Y
T401394,,,N,,N
T401395,,,N,,Y
T401396,DOA-REPL,DOA-REPL,N,2374,Y
T401397,,,N,,N
T401398,,,N,,Y
T401399,LOST-TRANSIT,GW-OTHER,N,6174,N
T401400,,,N,,Y
T401401,,,N,,N
T401402,,,N,,N
T401403,,,N,,N
T401404,,,N,,Y
T401405,,,N,,Y
T401406,,,N,,N
T401407,,,N,,Y
T401408,DOA-REPL,DOA-REPL,N,2374,Y
T401409,,,N,,N
T401410,,,N,,N
T401411,,,N,,N
T401412,,,N,,Y
T401413,,,N,,Y
T401414,,,N,,N
T401415,,,N,,N
T401416,,,N,,N
T401417,,,N,,N
T401418,,,N,,N
T401419,DOA-REPL,GW-OTHER,N,6999,N
T401420,,,N,,N
T401421,,,N,,Y
T401422,,,N,,N
T401423,,,N,,Y
T401424,,,N,,Y
T401425,DOA-REPL,DOA-REPL,N,5599,N
T401426,,,N,,N
T401427,,,N,,Y
T401428,,,N,,N
T401429,,,N,,N
T401430,,,N,,N
T401431,,,N,,Y
T401432,,,N,,N
T401433,,,N,,N
T401434,,,N,,N
T401435,,,N,,Y
T401436,,,N,,N
T401437,,,N,,N
T401438,,,N,,Y
T401439,,,N,,Y
T401440,,,N,,N
T401441,,,N,,Y
T401442,,,N,,N
T401443,,,N,,N
T401444,,,N,,N
T401445,,,N,,Y
T401446,,,N,,N
T401447,,,N,,N
T401448,,,N,,Y
T401449,,,N,,N
T401450,,,N,,Y
T401451,,,N,,N
T401452,,,N,,Y
T401453,,,N,,Y
T401454,,,N,,N
T401455,GW-OTHER,GW-OTHER,N,200,N
T401456,WTY-BUYBACK,WTY-BUYBACK,N,1176,Y
T401457,,,N,,Y
T401458,,,N,,N
T401459,,,N,,N
T401460,GW-OTHER,GW-OTHER,N,500,N
T401461,RETURN-QC-OK,GW-OTHER,N,2499,Y
T401462,,,N,,N
T401463,,,N,,N
T401464,GW-OTHER,GW-OTHER,N,500,N
T401465,,,N,,N
T401466,CANCEL,GW-OTHER,N,2124,N
T401467,GW-OTHER,GW-OTHER,N,500,N
T401468,,,N,,N
T401469,CANCEL,CANCEL,N,6174,N
T401470,,,N,,Y
T401471,,,N,,N
T401472,,,N,,N
T401473,,,N,,N
T401474,,,N,,N
T401475,,,N,,N
T401476,,,N,,N
T401477,,,N,,N
T401478,,,N,,N
T401479,,,N,,N
T401480,,,N,,N
T401481,,,N,,Y
T401482,,,N,,Y
T401483,WTY-BUYBACK,WTY-BUYBACK,N,1725,N
T401484,,,N,,Y
T401485,RETURN-QC-OK,GW-OTHER,N,2499,N
T401486,DOA-REPL,GW-OTHER,N,2249,N
T401487,,,N,,N
T401488,,,N,,Y
T401489,DOA-REPL,GW-OTHER,N,5949,N
T401490,,,N,,N
T401491,PRICE-ADJ,GW-OTHER,N,300,Y
T401492,,,N,,N
T401493,,,N,,N
T401494,,,N,,N
T401495,,,N,,N
T401496,,,N,,Y
T401497,,,N,,N
T401498,,,N,,N
T401499,,,N,,Y
T401500,,,N,,N
T401501,,,N,,Y
T401502,,,N,,N
T401503,,,N,,Y
T401504,,,N,,N
T401505,,,N,,Y
T401506,,,N,,N
T401507,,,N,,N
T401508,,,N,,Y
T401509,,,N,,N
T401510,,,N,,N
T401511,,,N,,N
T401512,,,N,,N
T401513,,,N,,N
T401514,,,N,,Y
T401515,,,N,,Y
T401516,,,N,,Y
T401517,,,N,,N
T401518,LOST-TRANSIT,LOST-TRANSIT,N,6499,N
T401519,,,N,,N
T401520,,,N,,N
T401521,,,N,,N
T401522,,,N,,N
T401523,,,N,,Y
T401524,,,N,,Y
T401525,,,N,,Y
T401526,,,N,,N
T401527,LOST-TRANSIT,LOST-TRANSIT,N,6999,N
T401528,,,N,,N
T401529,,,N,,N
T401530,,,N,,N
T401531,,,N,,Y
T401532,DOA-REPL,GW-OTHER,N,1619,N
T401533,,,N,,N
T401534,,,N,,N
T401535,,,N,,N
T401536,,,N,,N
T401537,,,N,,N
T401538,DOA-REPL,GW-OTHER,N,4999,N
T401539,,,N,,Y
T401540,RETURN-QC-OK,RETURN-QC-OK,N,4249,N
T401541,,,N,,N
T401542,LOST-TRANSIT,GW-OTHER,N,2499,N
T401543,,,N,,Y
T401544,,,N,,N
T401545,,,N,,N
T401546,,,N,,N
T401547,LOST-TRANSIT,LOST-TRANSIT,N,2499,N
T401548,,,N,,N
T401549,,,N,,Y
T401550,DOA-REPL,GW-OTHER,N,6999,N
T401551,DOA-REPL,GW-OTHER,N,5524,N
T401552,,,N,,N
T401553,,,N,,N
T401554,,,N,,N
T401555,,,N,,Y
T401556,,,N,,Y
T401557,,,N,,N
T401558,,,N,,N
T401559,,,N,,Y
T401560,,,N,,N
T401561,,,N,,N
T401562,,,N,,Y
T401563,,,N,,Y
T401564,,,N,,N
T401565,,,N,,N
T401566,,,N,,N
T401567,,,N,,N
T401568,,,N,,Y
T401569,,,N,,N
T401570,,,N,,N
T401571,,,N,,N
T401572,,,N,,N
T401573,WTY-BUYBACK,WTY-BUYBACK,N,1423,N
T401574,,,N,,N
T401575,,,N,,Y
T401576,,,N,,N
T401577,DUP-PAYMENT,DUP-PAYMENT,N,5599,N
T401578,,,N,,N
T401579,,,N,,Y
T401580,,,N,,Y
T401581,,,N,,Y
T401582,,,N,,N
T401583,,,N,,N
T401584,,,N,,Y
T401585,,,N,,Y
T401586,,,N,,Y
T401587,,,N,,N
T401588,,,N,,N
T401589,,,N,,N
T401590,,,N,,N
T401591,,,N,,N
T401592,,,N,,Y
T401593,,,N,,N
T401594,GW-OTHER,GW-OTHER,N,350,N
T401595,,,N,,N
T401596,,,N,,N
T401597,GW-OTHER,GW-OTHER,N,500,Y
T401598,,,N,,Y
T401599,,,N,,Y
T401600,RETURN-QC-OK,GW-OTHER,N,1529,N
T401601,,,N,,N
T401602,,,N,,N
T401603,,,N,,N
T401604,,,N,,N
T401605,,,N,,Y
T401606,,,N,,Y
T401607,,,N,,N
T401608,,,N,,Y
T401609,,,N,,N
T401610,,,N,,N
T401611,,,N,,N
T401612,,,N,,N
T401613,,,N,,N
T401614,,,N,,N
T401615,WTY-BUYBACK,WTY-BUYBACK,N,2951,N
T401616,,,N,,N
T401617,,,N,,Y
T401618,,,N,,Y
T401619,,,N,,N
T401620,,,N,,Y
T401621,,,N,,Y
T401622,,,N,,N
T401623,,,N,,Y
T401624,,,N,,N
T401625,,,N,,N
T401626,,,N,,N
T401627,GW-OTHER,GW-OTHER,N,500,N
T401628,,,N,,Y
T401629,,,N,,N
T401630,,,N,,Y
T401631,,,N,,Y
T401632,,,N,,Y
T401633,,,N,,N
T401634,,,N,,Y
T401635,,,N,,N
T401636,,,N,,N
T401637,,,N,,N
T401638,,,N,,Y
T401639,,,N,,Y
T401640,,,N,,N
T401641,,,N,,Y
T401642,,,N,,Y
T401643,,,N,,N
T401644,,,N,,N
T401645,,,N,,N
T401646,CANCEL,CANCEL,N,2374,Y
T401647,,,N,,N
T401648,,,N,,N
T401649,,,N,,N
T401650,,,N,,N
T401651,,,N,,N
T401652,,,N,,N
T401653,LOST-TRANSIT,GW-OTHER,N,6499,N
T401654,,,N,,Y
T401655,,,N,,N
T401656,,,N,,N
T401657,,,N,,N
T401658,PRICE-ADJ,PRICE-ADJ,N,200,Y
T401659,,,N,,Y
T401660,RETURN-QC-OK,RETURN-QC-OK,N,5099,N
T401661,,,N,,N
T401662,RETURN-QC-OK,GW-OTHER,N,399,N
T401663,RETURN-QC-OK,GW-OTHER,N,5999,N
T401664,,,N,,Y
T401665,,,N,,N
T401666,,,N,,Y
T401667,DOA-REPL,GW-OTHER,N,3499,N
T401668,,,N,,N
T401669,,,N,,N
T401670,,,N,,N
T401671,,,N,,Y
T401672,DOA-REPL,GW-OTHER,N,6998,Y
T401673,,,N,,Y
T401674,,,N,,N
T401675,,,N,,N
T401676,,,N,,N
T401677,,,N,,N
T401678,,,N,,Y
T401679,,,N,,N
T401680,LOST-TRANSIT,LOST-TRANSIT,N,2799,N
T401681,,,N,,N
T401682,,,N,,N
T401683,,,N,,N
T401684,,,N,,N
T401685,LOST-TRANSIT,LOST-TRANSIT,N,3149,N
T401686,RETURN-QC-OK,GW-OTHER,N,1169,Y
T401687,,,N,,N
T401688,GW-OTHER,GW-OTHER,N,200,N
T401689,,,N,,N
T401690,,,N,,Y
T401691,,,N,,N
T401692,GW-OTHER,GW-OTHER,N,350,N
T401693,,,N,,N
T401694,,,N,,N
T401695,,,N,,Y
T401696,,,N,,N
T401697,,,N,,N
T401698,,,N,,N
T401699,,,N,,N
T401700,,,N,,N
T401701,,,N,,N
T401702,,,N,,N
T401703,DOA-REPL,GW-OTHER,N,1169,N
T401704,,,N,,N
T401705,,,N,,Y
T401706,,,N,,N
T401707,,,N,,N
T401708,,,N,,Y
T401709,,,N,,N
T401710,DOA-REPL,DOA-REPL,N,4999,N
T401711,,,N,,N
T401712,,,N,,N
T401713,,,N,,N
T401714,,,N,,N
T401715,,,N,,N
T401716,,,N,,N
T401717,,,N,,N
T401718,,,N,,Y
T401719,,,N,,Y
T401720,,,N,,N
T401721,,,N,,N
T401722,,,N,,N
T401723,,,N,,Y
T401724,,,N,,N
T401725,,,N,,N
T401726,,,N,,N
T401727,,,N,,Y
T401728,,,N,,N
T401729,,,N,,Y
T401730,,,N,,Y
T401731,,,N,,N
T401732,,,N,,N
T401733,,,N,,N
T401734,,,N,,N
T401735,,,N,,N
T401736,,,N,,N
T401737,,,N,,N
T401738,,,N,,Y
T401739,,,N,,Y
T401740,,,N,,Y
T401741,,,N,,N
T401742,,,N,,N
T401743,WTY-BUYBACK,GW-OTHER,N,770,Y
T401744,PRICE-ADJ,GW-OTHER,N,500,N
T401745,,,N,,N
T401746,,,N,,N
T401747,,,N,,N
T401748,,,N,,N
T401749,,,N,,N
T401750,,,N,,N
T401751,DOA-REPL,DOA-REPL,N,3499,N
T401752,,,N,,N
T401753,,,N,,Y
T401754,,,N,,N
T401755,RETURN-QC-OK,RETURN-QC-OK,N,5699,N
T401756,,,N,,N
T401757,,,N,,N
T401758,,,N,,N
T401759,DUP-PAYMENT,GW-OTHER,N,2499,Y
T401760,,,N,,Y
T401761,,,N,,N
T401762,,,N,,N
T401763,,,N,,Y
T401764,,,N,,N
T401765,,,N,,N
T401766,,,N,,Y
T401767,,,N,,N
T401768,CANCEL,CANCEL,N,3998,N
T401769,,,N,,N
T401770,DOA-REPL,GW-OTHER,N,3499,N
T401771,DUP-PAYMENT,DUP-PAYMENT,N,2249,N
T401772,,,N,,Y
T401773,DOA-REPL,GW-OTHER,N,6174,N
T401774,,,N,,N
T401775,PRICE-ADJ,GW-OTHER,N,300,N
T401776,,,N,,N
T401777,,,N,,Y
T401778,,,N,,N
T401779,,,N,,N
T401780,,,N,,Y
T401781,,,N,,Y
T401782,,,N,,N
T401783,,,N,,N
T401784,PRICE-ADJ,GW-OTHER,N,600,Y
T401785,,,N,,N
T401786,,,N,,Y
T401787,,,N,,N
T401788,,,N,,N
T401789,LOST-TRANSIT,LOST-TRANSIT,N,3499,N
T401790,,,N,,N
T401791,,,N,,Y
T401792,,,N,,N
T401793,,,N,,N
T401794,,,N,,N
T401795,,,N,,N
T401796,,,N,,Y
T401797,,,N,,Y
T401798,,,N,,Y
T401799,,,N,,N
T401800,,,N,,N
T401801,,,N,,Y
T401802,PRICE-ADJ,GW-OTHER,N,600,Y
T401803,,,N,,N
T401804,,,N,,Y
T401805,,,N,,N
T401806,,,N,,N
T401807,,,N,,N
T401808,,,N,,Y
T401809,,,N,,N
T401810,,,N,,Y
T401811,,,N,,N
T401812,,,N,,Y
T401813,,,N,,N
T401814,,,N,,N
T401815,,,N,,Y
T401816,,,N,,N
T401817,,,N,,N
T401818,,,N,,Y
T401819,,,N,,Y
T401820,,,N,,N
T401821,,,N,,N
T401822,,,N,,N
T401823,CANCEL,GW-OTHER,N,2799,N
T401824,,,N,,Y
T401825,,,N,,Y
T401826,,,N,,N
T401827,,,N,,N
T401828,,,N,,N
T401829,,,N,,N
T401830,,,N,,N
T401831,,,N,,Y
T401832,,,N,,N
T401833,,,N,,N
T401834,,,N,,N
T401835,,,N,,Y
T401836,,,N,,Y
T401837,,,N,,Y
T401838,,,N,,N
T401839,,,N,,N
T401840,,,N,,N
T401841,,,N,,N
T401842,,,N,,N
T401843,,,N,,Y
T401844,,,N,,N
T401845,,,N,,N
T401846,,,N,,Y
T401847,,,N,,N
T401848,,,N,,N
T401849,,,N,,N
T401850,,,N,,N
T401851,,,N,,Y
T401852,,,N,,N
T401853,,,N,,N
T401854,,,N,,N
T401855,,,N,,N
T401856,,,N,,N
T401857,,,N,,N
T401858,DOA-REPL,GW-OTHER,N,1799,N
T401859,,,N,,N
T401860,,,N,,N
T401861,,,N,,N
T401862,,,N,,N
T401863,,,N,,N
T401864,,,N,,Y
T401865,,,N,,Y
T401866,,,N,,Y
T401867,,,N,,N
T401868,,,N,,Y
T401869,,,N,,N
T401870,DOA-REPL,DOA-REPL,N,3499,Y
T401871,,,N,,Y
T401872,,,N,,Y
T401873,,,N,,N
T401874,,,N,,N
T401875,,,N,,N
T401876,,,N,,Y
T401877,,,N,,N
T401878,,,N,,N
T401879,,,N,,Y
T401880,DOA-REPL,GW-OTHER,N,1709,N
T401881,RETURN-QC-OK,GW-OTHER,N,3499,Y
T401882,,,N,,N
T401883,,,N,,N
T401884,,,N,,N
T401885,,,N,,N
T401886,,,N,,Y
T401887,,,N,,N
T401888,,,N,,N
T401889,,,N,,N
T401890,,,N,,N
T401891,DUP-PAYMENT,GW-OTHER,N,2799,N
T401892,RETURN-QC-OK,RETURN-QC-OK,N,3499,N
T401893,,,N,,N
T401894,,,N,,N
T401895,,,N,,N
T401896,,,N,,N
T401897,,,N,,N
T401898,,,N,,N
T401899,,,N,,N
T401900,,,N,,N
T401901,,,N,,N
T401902,,,N,,N
T401903,,,N,,Y
T401904,,,N,,Y
T401905,RETURN-QC-OK,GW-OTHER,N,1439,Y
T401906,,,N,,N
T401907,,,N,,N
T401908,,,N,,N
T401909,GW-OTHER,GW-OTHER,N,350,Y
T401910,,,N,,N
T401911,,,N,,N
T401912,,,N,,N
T401913,,,N,,Y
T401914,,,N,,Y
T401915,DOA-REPL,GW-OTHER,N,1999,Y
T401916,,,N,,N
T401917,,,N,,N
T401918,,,N,,N
T401919,RETURN-QC-OK,RETURN-QC-OK,N,4249,N
T401920,DOA-REPL,GW-OTHER,N,3499,N
T401921,,,N,,N
T401922,,,N,,Y
T401923,,,N,,N
T401924,,,N,,N
T401925,,,N,,N
T401926,,,N,,N
T401927,,,N,,Y
T401928,,,N,,N
T401929,,,N,,Y
T401930,,,N,,Y
T401931,,,N,,N
T401932,DOA-REPL,GW-OTHER,N,5199,N
T401933,,,N,,Y
T401934,,,N,,Y
T401935,,,N,,Y
T401936,,,N,,N
T401937,,,N,,N
T401938,,,N,,N
T401939,PRICE-ADJ,PRICE-ADJ,N,100,N
T401940,,,N,,Y
T401941,,,N,,Y
T401942,,,N,,N
T401943,,,N,,N
T401944,,,N,,Y
T401945,,,N,,Y
T401946,CANCEL,GW-OTHER,N,3499,N
T401947,CANCEL,CANCEL,N,2799,Y
T401948,,,N,,N
T401949,,,N,,Y
T401950,,,N,,Y
T401951,,,N,,N
T401952,,,N,,Y
T401953,RETURN-QC-OK,RETURN-QC-OK,N,3999,Y
T401954,DOA-REPL,GW-OTHER,N,6998,Y
T401955,DOA-REPL,GW-OTHER,N,6174,N
T401956,,,N,,N
T401957,,,N,,N
T401958,,,N,,N
T401959,,,N,,N
T401960,,,N,,Y
T401961,RETURN-QC-OK,RETURN-QC-OK,N,3499,Y
T401962,,,N,,N
T401963,,,N,,Y
T401964,,,N,,N
T401965,,,N,,N
T401966,,,N,,N
T401967,PRICE-ADJ,PRICE-ADJ,N,500,N
T401968,,,N,,Y
T401969,LOST-TRANSIT,LOST-TRANSIT,N,2499,N
T401970,,,N,,Y
T401971,,,N,,N
T401972,,,N,,N
T401973,,,N,,N
T401974,WTY-BUYBACK,WTY-BUYBACK,N,1467,N
T401975,,,N,,N
T401976,,,N,,N
T401977,,,N,,N
T401978,,,N,,Y
T401979,,,N,,N
T401980,,,N,,N
T401981,,,N,,N
T401982,,,N,,N
T401983,,,N,,N
T401984,,,N,,Y
T401985,,,N,,Y
T401986,,,N,,N
T401987,,,N,,Y
T401988,,,N,,Y
T401989,,,N,,N
T401990,,,N,,N
T401991,,,N,,N
T401992,,,N,,Y
T401993,RETURN-QC-OK,GW-OTHER,N,1799,N
T401994,,,N,,Y
T401995,,,N,,Y
T401996,,,N,,Y
T401997,,,N,,N
T401998,,,N,,N
T401999,,,N,,N
T402000,,,N,,N
T402001,,,N,,N
T402002,,,N,,N
T402003,,,N,,N
T402004,,,N,,N
T402005,,,N,,Y
T402006,,,N,,N
T402007,,,N,,N
T402008,,,N,,N
T402009,,,N,,N
T402010,,,N,,N
T402011,,,N,,N
T402012,LOST-TRANSIT,GW-OTHER,N,3499,N
T402013,,,N,,N
T402014,PRICE-ADJ,GW-OTHER,N,300,N
T402015,DOA-REPL,GW-OTHER,N,4999,N
T402016,,,N,,N
T402017,,,N,,Y
T402018,,,N,,Y
T402019,,,N,,N
T402020,,,N,,N
T402021,RETURN-QC-OK,RETURN-QC-OK,N,3418,N
T402022,,,N,,N
T402023,,,N,,Y
T402024,,,N,,N
