ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
T408361,2025-03-04 00:18:06,2025-03-04 00:40:38,2025-03-04 08:53:01,resolved,social,C107244,,VA-EB-PL1,Delivery,Low,Chat Frontline,A3009,,3,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400360,2025-03-04 00:41:04,2025-03-04 01:09:06,2025-03-04 21:28:14,resolved,chat,C108759,VR901119,VA-EB-PL1,Account,High,Email Frontline,A3008,,2,,,N,Does Pulse True Wireless Earbuds come with a charger in the box?,"Info provided, no further action.",legacy_fd
T408217,2025-03-04 00:50:44,2025-03-04 00:51:58,2025-03-04 06:01:18,resolved,chat,C109159,,VA-AC-CASE,Account,Normal,Voice Frontline,A3026,,,,,N,What is the battery life on Pulse Charging Case (spare)?,Shared spec details with customer.,legacy_fd
T400447,2025-03-04 01:46:46,2025-03-04 01:59:43,2025-03-04 09:31:10,resolved,chat,C104044,VR902805,VA-SW-FIT,Billing,Normal,Billing,A3033,,,50000,PRICE-ADJ,N,"Was promised a discount code, got charged full price.",Coupon not applied due to a site bug. Difference refunded.,legacy_fd
T400485,2025-03-04 10:49:37,2025-03-04 11:01:26,2025-03-04 08:30:55,resolved,chat,C104929,VR909211,VA-SP-ORB,How-to,Normal,Chat Frontline,A3007,,5,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T400520,2025-03-04 11:09:14,2025-03-04 11:16:52,2025-03-04 20:31:25,resolved,chat,C108196,,VA-SW-NX2,Account,Low,Email Frontline,A3008,,,,,Y,Battery draining fast on my Nexa 2 Smartwatch.,Warranty replacement approved by Tier 2.,legacy_fd
T407391,2025-03-04 11:50:30,2025-03-04 13:09:54,2025-03-04 12:33:42,resolved,voice,C108440,,VA-SP-ORB,Account,Low,Email Frontline,A3020,,,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400243,2025-03-04 12:56:06,2025-03-04 13:22:55,2025-03-04 12:31:36,closed,voice,C105444,VR908581,VA-EB-PL1,Returns,Normal,Chat Frontline,A3009,,3,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400243,2025-03-04 12:56:06,2025-03-04 13:22:55,2025-03-04 12:31:36,closed,voice,C105444,VR908581,VA-EB-PL1,Returns,Normal,Chat Frontline,A3009,,3,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,helpdesk
T400467,2025-03-04 14:41:01,2025-03-04 14:45:13,2025-03-05 00:30:08,resolved,chat,C101165,VR894108,VA-HP-ST3,Account,Low,Voice Frontline,A3024,,,,,N,What is the battery life on Strata 3 Over-Ear Headphones?,"Info provided, no further action.",legacy_fd
T400467,2025-03-04 14:41:01,2025-03-04 14:45:13,2025-03-05 00:30:08,resolved,chat,C101165,VR894108,VA-HP-ST3,Account,Low,Voice Frontline,A3024,,,,,N,What is the battery life on Strata 3 Over-Ear Headphones?,"Info provided, no further action.",helpdesk
T400413,2025-03-04 17:31:13,2025-03-04 21:44:16,2025-03-05 20:03:10,closed,email,C104934,VR901461,VA-EB-PL1,Billing,Normal,Logistics,A3030,,4,,,N,How do I pair Pulse True Wireless Earbuds with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T400342,2025-03-04 21:31:23,2025-03-05 00:06:23,2025-03-05 23:35:12,resolved,email,C106612,VR907081,VA-EB-PL1,Billing,Normal,Escalations & Warranty,A3043,,,,,N,Need GST invoice for my order.,GST invoice shared.,legacy_fd
T400352,2025-03-05 02:48:09,2025-03-05 02:58:06,2025-03-05 13:25:16,resolved,chat,C106977,VR904047,VA-SW-NX2,Warranty,High,Email Frontline,A3004,,3,,,Y,"Nexa 2 Smartwatch screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400478,2025-03-05 03:31:41,2025-03-05 03:44:23,2025-03-06 00:11:36,resolved,chat,C103227,VR906608,VA-SP-ORB,Warranty,Low,Voice Frontline,A3026,,,,,N,Need GST invoice for my order.,GST invoice shared.,legacy_fd
T400298,2025-03-05 03:58:42,2025-03-05 04:08:01,2025-03-05 01:58:41,closed,chat,C107232,VR886031,VA-HP-ST3,How-to,High,Chat Frontline,A3009,,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T407821,2025-03-05 04:28:11,2025-03-05 11:10:42,2025-03-06 07:23:37,closed,email,C106438,,VA-EB-PL2,Returns,Normal,Returns Desk,A3037,,5,349900,GW-OTHER,N,Sending back my Pulse 2 True Wireless Earbuds. Not what I expected. Please arrange pickup.,"Return picked up, received at warehouse, QC passed. Refund issued.",legacy_fd
T400474,2025-03-05 05:45:31,2025-03-05 06:11:43,2025-03-05 19:55:49,resolved,email,C105669,,VA-SW-NX2,Product fault,High,Chat Frontline,A3001,,,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T400330,2025-03-05 06:18:01,2025-03-05 21:13:07,2025-03-06 21:50:59,resolved,email,C103285,VR895365,VA-EB-PL1,Product fault,Normal,Chat Frontline,A3011,,,,,Y,Battery draining fast on my Pulse True Wireless Earbuds.,Sent for repair under warranty. Returned to customer.,legacy_fd
T408385,2025-03-05 06:46:36,2025-03-05 07:54:58,2025-03-05 23:08:50,resolved,social,C101298,,VA-SW-NX2,Account,Normal,Billing,A3033,,3,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T406773,2025-03-05 08:00:22,2025-03-05 09:00:35,2025-03-05 04:48:53,resolved,social,C105482,,VA-AC-CBL,Returns,Low,Returns Desk,A3036,,,39900,GW-OTHER,N,"Bought USB-C Braided Cable from vireo.in, doesn't power up out of the box. I don't want another one, just refund.",Refunded.,legacy_fd
T407091,2025-03-05 08:25:36,2025-03-05 09:08:06,2025-03-06 08:52:22,resolved,voice,C106888,,VA-SW-NX2,Account,Normal,Chat Frontline,A3010,,5,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T400549,2025-03-05 11:47:10,2025-03-05 12:32:12,2025-03-06 05:11:49,resolved,chat,C101792,VR902565,VA-EB-AIR,Warranty,Low,Chat Frontline,A3008,,2,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T400251,2025-03-05 12:29:39,2025-03-05 13:55:44,2025-03-05 16:06:44,resolved,voice,C108491,VR882305,VA-NB-ARC,How-to,Low,Voice Frontline,A3026,,4,,,N,How do I pair Arc Neckband with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T407595,2025-03-05 15:55:16,2025-03-05 16:06:04,2025-03-05 18:18:09,resolved,chat,C109444,,VA-SW-FIT,How-to,Low,Chat Frontline,A3013,,4,,,N,Unable to connect Nexa Fit Band to the app.,"Explained pairing steps, resolved.",legacy_fd
T408346,2025-03-05 16:25:00,2025-03-05 16:35:19,2025-03-05 15:53:25,resolved,voice,C103846,,VA-HP-ST3,Warranty,Low,Logistics,A3031,,,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",legacy_fd
T406703,2025-03-05 18:43:36,2025-03-05 19:45:20,2025-03-06 06:23:57,resolved,voice,C108639,,VA-EB-PL1,How-to,Low,Logistics,A3031,,3,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T408268,2025-03-05 18:50:47,2025-03-06 00:27:41,,pending,email,C103179,,VA-HP-ST2,Account,Low,Email Frontline,A3021,,,,,N,"Strata 2 Over-Ear Headphones screen flickering, in warranty.",Warranty replacement approved by Tier 2.,legacy_fd
T400459,2025-03-05 21:54:51,2025-03-05 21:57:46,2025-03-06 05:22:39,closed,chat,C103594,,VA-SP-ORB,Billing,Normal,Billing,A3032,,,569900,DUP-PAYMENT,N,Double charge on my card for Orbit Smart Speaker. Order number is same.,Billing verified double debit. Excess refunded.,legacy_fd
T400369,2025-03-05 21:57:20,2025-03-05 22:05:31,2025-03-06 22:04:20,resolved,chat,C107773,VR884708,VA-HP-ST2,Account,Low,Logistics,A3030,,,,,N,What is the battery life on Strata 2 Over-Ear Headphones?,"Info provided, no further action.",legacy_fd
T400293,2025-03-05 22:53:13,2025-03-06 00:43:00,2025-03-06 14:16:48,resolved,social,C106561,VR894473,VA-SW-NX2,Returns,Low,Email Frontline,A3037,,5,1234800,GW-OTHER,N,Want to return the speaker. Sound isn't what I wanted.,"Return picked up, received at warehouse, QC passed. Refund issued.",legacy_fd
T400293,2025-03-05 22:53:13,2025-03-06 00:43:00,2025-03-06 14:16:48,resolved,social,C106561,VR894473,VA-SW-NX2,Returns,Low,Email Frontline,A3037,,5,12348,GW-OTHER,N,Want to return the speaker. Sound isn't what I wanted.,"Return picked up, received at warehouse, QC passed. Refund issued.",helpdesk
T400254,2025-03-06 00:45:18,2025-03-06 00:46:03,2025-03-06 06:35:11,resolved,chat,C105431,,VA-SW-FIT,Account,Normal,Email Frontline,A3016,,,,,N,What is the battery life on Nexa Fit Band?,"Info provided, no further action.",legacy_fd
T407974,2025-03-06 03:04:06,2025-03-06 04:35:39,2025-03-06 23:42:59,resolved,voice,C105874,,VA-EB-AIR,Billing,Low,Email Frontline,A3017,,,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T400550,2025-03-06 03:23:33,2025-03-06 04:21:18,2025-03-06 20:08:51,resolved,chat,C103783,VR909152,VA-EB-PL1,How-to,Normal,Chat Frontline,A3004,,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T400415,2025-03-06 05:30:03,2025-03-06 09:33:40,2025-03-07 03:22:23,resolved,email,C100269,VR903117,VA-SP-MINI,How-to,Low,Chat Frontline,A3004,,,,,N,How do I pair Orbit Mini Speaker with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T407408,2025-03-06 11:34:40,2025-03-06 11:36:47,2025-03-06 07:03:35,resolved,chat,C102161,,VA-EB-AIR,Returns,Normal,Returns Desk,A3037,,,179900,GW-OTHER,N,Want to return the speaker. Sound isn't what I wanted.,"Pickup done, product checked and passed QC, refund raised.",legacy_fd
T400516,2025-03-06 13:03:47,2025-03-06 13:27:37,2025-03-06 22:39:29,closed,chat,C102627,VR880726,VA-EB-PL1,Delivery,Normal,Voice Frontline,A3018,,,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",legacy_fd
T400458,2025-03-06 13:54:30,2025-03-06 16:41:40,2025-03-07 00:05:06,resolved,social,C102813,VR880631,VA-EB-PL1,Delivery,Normal,Billing,A3033,,3,,,N,When will Pulse True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,legacy_fd
T400529,2025-03-06 20:01:20,2025-03-06 20:02:39,2025-03-07 10:07:20,resolved,chat,C102789,VR898817,VA-SW-NX2,Warranty,Normal,Chat Frontline,A3010,,4,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,legacy_fd
T408717,2025-03-06 23:26:48,2025-03-07 02:12:17,2025-03-07 06:04:09,resolved,social,C101553,,VA-NB-ARC,Billing,High,Logistics,A3028,,,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,legacy_fd
T408717,2025-03-06 23:26:48,2025-03-07 02:12:17,2025-03-07 06:04:09,resolved,social,C101553,,VA-NB-ARC,Billing,High,Logistics,A3028,,,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,helpdesk
T408471,2025-03-07 01:27:22,2025-03-07 06:15:34,,open,voice,C101819,,VA-SW-NX1,How-to,High,Chat Frontline,A3015,,,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",legacy_fd
T400562,2025-03-07 06:16:08,2025-03-07 06:22:17,2025-03-07 01:25:53,resolved,chat,C102313,VR909688,VA-SP-MINI,Returns,Low,Returns Desk,A3036,,,249900,GW-OTHER,N,"Ordered wrong colour, cancel and refund pls","Cancellation accepted, not yet shipped. Refunded.",legacy_fd
T408274,2025-03-07 07:31:35,2025-03-07 07:35:25,2025-03-08 06:09:08,resolved,chat,C106861,,VA-HP-ST2,Account,Normal,Chat Frontline,A3010,,4,,,N,Does Strata 2 Over-Ear Headphones come with a charger in the box?,"Info provided, no further action.",legacy_fd
T400439,2025-03-07 08:47:41,2025-03-07 08:47:57,2025-03-08 06:56:14,resolved,voice,C105314,VR894563,VA-EB-AIR,Account,Normal,Chat Frontline,A3005,,,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T400306,2025-03-07 09:33:44,2025-03-07 09:33:53,2025-03-08 03:33:24,resolved,voice,C108886,VR889041,VA-SP-ORB,Account,Normal,Chat Frontline,A3009,,3,,,N,What is the battery life on Orbit Smart Speaker?,Shared spec details with customer.,legacy_fd
T407520,2025-03-07 10:09:02,2025-03-07 16:21:35,2025-03-07 14:08:19,resolved,email,C101456,,VA-AC-CASE,Delivery,Normal,Logistics,A3030,,4,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400290,2025-03-07 11:43:08,2025-03-08 00:20:47,2025-03-08 20:44:41,resolved,social,C107083,VR891114,VA-SP-ORB,Delivery,Normal,Escalations & Warranty,A3039,,2,,,N,When will Orbit Smart Speaker be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T400328,2025-03-07 19:30:41,2025-03-07 19:35:32,2025-03-07 16:34:17,resolved,chat,C108165,VR892228,VA-EB-PL1,Billing,Low,Email Frontline,A3021,,3,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,legacy_fd
T400328,2025-03-07 19:30:41,2025-03-07 19:35:32,2025-03-07 16:34:17,resolved,chat,C108165,VR892228,VA-EB-PL1,Billing,Low,Email Frontline,A3021,,3,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T400416,2025-03-07 19:35:12,2025-03-07 19:41:10,2025-03-08 15:27:02,resolved,chat,C103505,VR905873,VA-EB-PL1,Account,High,Chat Frontline,A3011,,3,,,N,Battery draining fast on my Pulse True Wireless Earbuds.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400541,2025-03-07 19:40:24,2025-03-07 19:50:51,2025-03-08 12:55:13,closed,chat,C107928,VR881221,VA-SW-NX1,Warranty,High,Chat Frontline,A3010,,,,,Y,"Nexa Smartwatch screen flickering, in warranty.",Warranty replacement approved by Tier 2.,legacy_fd
T400541,2025-03-07 19:40:24,2025-03-07 19:50:51,2025-03-08 12:55:13,closed,chat,C107928,VR881221,VA-SW-NX1,Warranty,High,Chat Frontline,A3010,,,,,Y,"Nexa Smartwatch screen flickering, in warranty.",Warranty replacement approved by Tier 2.,helpdesk
T407740,2025-03-07 20:28:38,2025-03-07 22:25:35,2025-03-08 01:08:22,resolved,email,C101872,,VA-EB-PL2,Returns,Normal,Chat Frontline,A3006,,,,,Y,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,legacy_fd
T400560,2025-03-07 20:41:15,2025-03-07 23:46:43,2025-03-08 10:28:33,resolved,email,C107029,,VA-SP-MINI,Delivery,Normal,Email Frontline,A3017,,5,,,N,"Orbit Mini Speaker screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,legacy_fd
T400380,2025-03-08 01:30:57,2025-03-08 02:03:53,,open,voice,C108182,VR882265,VA-EB-AIR,Delivery,High,Chat Frontline,A3014,,,,,N,Unable to connect AirLite Earbuds to the app.,"Explained pairing steps, resolved.",legacy_fd
T407826,2025-03-08 02:27:20,2025-03-08 04:26:11,2025-03-08 02:49:11,resolved,social,C108378,,VA-EB-AIR,Account,Normal,Chat Frontline,A3011,,,,,N,Does AirLite Earbuds come with a charger in the box?,Shared spec details with customer.,legacy_fd
T400370,2025-03-08 06:18:09,2025-03-08 06:19:06,2025-03-08 18:17:41,resolved,chat,C100310,VR885848,VA-SP-ORB,Delivery,Low,Chat Frontline,A3006,,,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T408131,2025-03-08 06:37:29,2025-03-08 06:41:56,2025-03-09 03:25:22,closed,chat,C102080,,VA-HP-ST3,Product fault,Normal,Chat Frontline,A3007,,4,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T400412,2025-03-08 08:27:03,2025-03-08 08:35:04,2025-03-08 23:39:50,resolved,chat,C108852,,VA-SW-FIT,How-to,High,Escalations & Warranty,A3040,,4,,,N,How do I pair Nexa Fit Band with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T400425,2025-03-08 11:03:30,2025-03-08 11:09:41,2025-03-08 12:09:07,resolved,chat,C108056,VR899051,VA-SW-NX2,Warranty,Low,Chat Frontline,A3009,,3,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T406810,2025-03-08 13:48:08,2025-03-08 16:32:16,2025-03-08 19:48:35,resolved,email,C107244,,VA-AC-CH65,Account,Normal,Chat Frontline,A3012,,,,,N,Does 65W GaN Charger come with a charger in the box?,Shared spec details with customer.,legacy_fd
T406817,2025-03-08 18:40:23,2025-03-08 18:53:05,2025-03-08 17:23:25,closed,chat,C103526,,VA-EB-PL1,Returns,Low,Email Frontline,A3019,,4,,,N,Is Pulse True Wireless Earbuds compatible with iPhone?,Shared spec details with customer.,legacy_fd
T409006,2025-03-08 20:49:25,2025-03-08 22:00:41,2025-03-09 20:29:45,resolved,email,C108692,,VA-AC-CBL,Warranty,Normal,Email Frontline,A3027,,,,,Y,Battery draining fast on my USB-C Braided Cable.,Warranty replacement approved by Tier 2.,legacy_fd
T400324,2025-03-08 21:53:20,2025-03-08 22:06:13,2025-03-09 09:36:19,resolved,chat,C108620,VR887410,VA-SW-FIT,Warranty,Low,Chat Frontline,A3005,,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400517,2025-03-09 03:10:53,2025-03-09 03:21:35,2025-03-09 04:28:21,closed,chat,C105345,VR882162,VA-SP-MINI,Returns,Normal,Chat Frontline,A3010,,,,,N,How do I pair Orbit Mini Speaker with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T409046,2025-03-09 04:11:44,2025-03-09 04:12:27,2025-03-09 11:10:00,resolved,chat,C106512,,VA-SW-NX2,Warranty,Low,Chat Frontline,A3001,,,,,N,"Nexa 2 Smartwatch screen flickering, in warranty.",Warranty replacement approved by Tier 2.,legacy_fd
T400287,2025-03-09 04:19:41,2025-03-09 09:58:05,2025-03-10 00:04:18,resolved,email,C108643,VR897095,VA-EB-AIR,Delivery,Normal,Email Frontline,A3022,,3,,,N,How do I pair AirLite Earbuds with my phone? Blinking red only.,"Explained pairing steps, resolved.",legacy_fd
T400363,2025-03-09 05:46:35,2025-03-09 06:03:59,2025-03-09 17:03:55,resolved,voice,C108031,VR884532,VA-SW-NX2,Warranty,High,Email Frontline,A3021,,,,,N,"Nexa 2 Smartwatch screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400302,2025-03-09 06:32:20,2025-03-09 06:38:04,2025-03-09 02:15:18,resolved,chat,C103942,VR909854,VA-EB-PL1,Billing,Normal,Email Frontline,A3042,,,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,legacy_fd
T408074,2025-03-09 07:14:19,2025-03-09 08:48:32,2025-03-10 02:55:51,resolved,social,C100875,,VA-EB-AIR,Billing,High,Email Frontline,A3016,,4,75000,PRICE-ADJ,N,Price dropped by Rs 500 two days after I bought AirLite Earbuds. Can you adjust?,As discussed with customer.,legacy_fd
T400305,2025-03-09 07:42:56,2025-03-09 07:48:13,2025-03-09 09:16:06,resolved,chat,C102129,VR886095,VA-EB-PL1,Delivery,Low,Chat Frontline,A3002,,4,,,N,When will Pulse True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,legacy_fd
T400384,2025-03-09 08:13:11,2025-03-09 10:12:51,2025-03-10 05:54:56,resolved,social,C100098,VR897978,VA-HP-ST3,Delivery,High,Email Frontline,A3019,,,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400406,2025-03-09 09:17:16,2025-03-09 09:25:02,2025-03-09 11:16:01,closed,chat,C103180,,VA-SW-NX2,Account,Normal,Chat Frontline,A3004,,3,,,N,Does Nexa 2 Smartwatch come with a charger in the box?,Shared spec details with customer.,legacy_fd
T400436,2025-03-09 12:06:47,2025-03-09 12:13:53,2025-03-09 20:38:06,resolved,chat,C105344,VR901220,VA-SW-FIT,How-to,Normal,Voice Frontline,A3006,,4,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T408793,2025-03-09 12:46:42,2025-03-09 12:55:17,2025-03-09 19:34:31,resolved,chat,C105138,,VA-SP-ORB,Delivery,Normal,Email Frontline,A3016,,3,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",legacy_fd
T400408,2025-03-09 13:39:01,2025-03-09 13:46:18,2025-03-09 11:55:45,resolved,chat,C107023,VR902725,VA-HP-ST3,Warranty,Normal,Chat Frontline,A3010,,,,,N,Battery draining fast on my Strata 3 Over-Ear Headphones.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400315,2025-03-09 15:33:53,2025-03-09 19:02:26,2025-03-10 06:16:19,resolved,email,C109363,VR905111,VA-AC-CBL,Warranty,Low,Email Frontline,A3020,,3,,,N,Battery draining fast on my USB-C Braided Cable.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400283,2025-03-09 15:51:33,2025-03-09 16:41:16,2025-03-10 05:12:24,resolved,chat,C100787,VR884543,VA-EB-PL1,Account,High,Chat Frontline,A3011,,,40000,GW-OTHER,N,Had to contact you three times for one issue. Not happy.,Apologised for delay and gave goodwill refund.,legacy_fd
T408866,2025-03-09 22:20:25,2025-03-09 22:22:41,2025-03-09 17:55:11,resolved,chat,C100433,,VA-SP-MINI,Billing,Low,Billing,A3032,,4,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,legacy_fd
T400419,2025-03-10 01:20:24,2025-03-10 02:38:37,2025-03-11 01:22:15,resolved,social,C104327,VR908596,VA-SP-MINI,Billing,Normal,Voice Frontline,A3024,,,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,legacy_fd
T400519,2025-03-10 02:01:21,2025-03-10 06:20:11,2025-03-10 17:32:06,resolved,email,C106744,VR884627,VA-SW-NX1,How-to,High,Email Frontline,A3021,,3,,,N,How do I pair Nexa Smartwatch with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T408450,2025-03-10 03:44:02,2025-03-10 03:48:35,2025-03-10 03:44:02,resolved,chat,C100858,,VA-EB-PL1,Warranty,Normal,Email Frontline,A3020,,,,,N,Unable to connect Pulse True Wireless Earbuds to the app.,Guided through reset and re-pair. Working now.,legacy_fd
T407477,2025-03-10 03:47:41,2025-03-10 04:47:12,2025-03-10 19:04:06,resolved,email,C108006,,VA-AC-CBL,Delivery,Normal,Returns Desk,A3037,,,39900,GW-OTHER,N,"Order never arrived. Tracking says undelivered, returned to origin. Want refund.","courier says delivered but cx says no. ran claim, cant locate parcel. money returned",legacy_fd
T400533,2025-03-10 13:07:37,2025-03-10 15:55:00,2025-03-10 21:52:12,resolved,voice,C100871,VR907952,VA-SW-FIT,How-to,High,Chat Frontline,A3004,,,,,N,When will Nexa Fit Band be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T400510,2025-03-10 17:44:26,2025-03-10 20:51:21,2025-03-11 07:55:43,closed,social,C103420,VR892156,VA-SW-NX1,Delivery,Low,Voice Frontline,A3023,,,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400490,2025-03-10 17:58:16,2025-03-10 18:22:38,2025-03-11 14:00:52,resolved,voice,C103827,VR897330,VA-SW-NX2,Warranty,Low,Escalations & Warranty,A3044,,,,,N,Is Nexa 2 Smartwatch compatible with iPhone?,"Info provided, no further action.",legacy_fd
T408459,2025-03-10 18:17:03,2025-03-10 18:19:01,2025-03-11 14:42:28,resolved,chat,C102637,,VA-HP-ST3,Billing,Normal,Chat Frontline,A3006,,,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T400537,2025-03-10 22:40:09,2025-03-10 23:16:49,2025-03-11 01:18:31,resolved,email,C109392,VR903422,VA-NB-ARC,Billing,Normal,Email Frontline,A3016,,,50000,GW-OTHER,N,The coupon didn't apply at checkout but it was valid. I paid extra.,offer wasnt honoured at checkout - gave the diff back,legacy_fd
T400368,2025-03-11 02:04:57,2025-03-11 02:58:45,2025-03-12 03:15:13,closed,social,C101447,VR881383,VA-AC-CH65,Warranty,Normal,Chat Frontline,A3005,,4,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",legacy_fd
T407012,2025-03-11 03:07:18,2025-03-11 03:10:28,2025-03-11 21:01:22,resolved,chat,C100480,,VA-NB-ARC,Billing,High,Billing,A3032,,,129900,DUP-PAYMENT,N,"amount debited but order not confirmed, then I retried and paid again",Duplicate payment confirmed with gateway. Second charge refunded.,legacy_fd
T400402,2025-03-11 05:37:22,2025-03-11 05:45:31,2025-03-12 02:54:37,resolved,chat,C104397,VR890380,VA-SW-NX2,Warranty,Normal,Chat Frontline,A3005,,4,,,N,Battery draining fast on my Nexa 2 Smartwatch.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T407388,2025-03-11 06:55:03,2025-03-11 06:57:44,2025-03-12 05:18:48,resolved,chat,C106169,,VA-SW-FIT,Billing,Normal,Billing,A3035,,4,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T400312,2025-03-11 10:16:44,2025-03-11 10:19:29,2025-03-12 01:38:41,resolved,chat,C100825,,VA-EB-PL1,Billing,Normal,Chat Frontline,A3002,,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T400309,2025-03-11 11:21:44,2025-03-11 11:26:50,2025-03-12 07:04:08,resolved,chat,C108477,VR897678,VA-NB-ARC,Billing,Low,Chat Frontline,A3013,,,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T407801,2025-03-11 13:03:00,2025-03-11 18:31:17,2025-03-12 04:36:14,resolved,email,C106532,,VA-AC-CH65,Delivery,Low,Email Frontline,A3022,,,,,N,When will 65W GaN Charger be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T407916,2025-03-11 13:28:51,2025-03-11 13:36:17,2025-03-11 08:51:42,resolved,chat,C101746,,VA-NB-ARC,Warranty,Low,Chat Frontline,A3009,,4,,,N,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T408576,2025-03-11 14:06:30,2025-03-11 14:15:55,2025-03-11 15:00:27,closed,chat,C108682,,VA-SP-MINI,Account,High,Chat Frontline,A3009,,4,,,N,What is the battery life on Orbit Mini Speaker?,Answered compatibility question.,legacy_fd
T400509,2025-03-11 15:33:07,2025-03-11 18:35:42,2025-03-12 12:55:24,resolved,email,C109081,VR889027,VA-SW-FIT,How-to,High,Email Frontline,A3019,,,,,N,Unable to connect Nexa Fit Band to the app.,Walked customer through app update. Issue closed.,legacy_fd
T400543,2025-03-11 15:42:41,2025-03-12 12:07:02,,open,email,C102047,VR883348,VA-HP-ST3,How-to,Normal,Email Frontline,A3017,,,,,N,How do I pair Strata 3 Over-Ear Headphones with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T409074,2025-03-11 15:51:49,2025-03-11 21:08:40,2025-03-11 19:11:36,resolved,email,C103377,,VA-SW-NX2,How-to,High,Email Frontline,A3019,,,,,N,Unable to connect Nexa 2 Smartwatch to the app.,Guided through reset and re-pair. Working now.,legacy_fd
